Nome,CEP,Endereço,Cidade,Estado,Status
"GRANISTONE","58822-000","Sem endereço","VIEIRÓPOLIS","","Pendente"
"GRANITOS S A","61659-800","Sem endereço","CAUCAIA","","Pendente"
"GRANJA JOSIDITH LTDA","62885-005","Sem endereço","HORIZONTE","","Pendente"
"GRANJAS CIALNE","60761-505","Sem endereço","FORTALEZA","","Pendente"
"GRANJAS SAO JOSE S/A","62880-001","Sem endereço","HORIZONTE","","Pendente"
"GRANJAS SÃO JOSÉ","62883-710","Sem endereço","HORIZONTE","","Pendente"
"GRANO SERVICOS DE CONSULTORIA LTDA","60811-341","Sem endereço","FORTALEZA","","Pendente"
"GRANSALT INDUSTRIA COMERCIO E REFINARIA DE SAL LTDA","59655-000","Sem endereço","AREIA BRANCA","","Pendente"
"GREIF EMBALAGENS INDUSTRIAIS DO BRASIL LTDA.","61939-000","Sem endereço","MARACANAÚ","","Pendente"
"GRENDENE S A","63114-000","Sem endereço","CRATO","","Pendente"
"GRENDENE S A","60332-170","Sem endereço","FORTALEZA","","Pendente"
"GRENDENE S A","62040-125","Sem endereço","SOBRAL","","Pendente"
"GRESS INDUSTRIA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"GRI TOWER BRASIL ESTRUTURAS METALICAS S/A","54521-010","Sem endereço","CABO DE SANTO AGOSTINHO","","Pendente"
"GRUPO ALYNE COSMETICOS","61650-110","Sem endereço","CAUCAIA","","Pendente"
"GRUPO COMERCIAL MENINO JESUS","62595-000","Sem endereço","CRUZ","","Pendente"
"GRUPO DAMEZZA - MOINHO SANTA LUCIA","61700-000","Sem endereço","AQUIRAZ","","Pendente"
"GRUPO DASS","62540-000","Sem endereço","ITAPIPOCA","","Pendente"
"GRUPO TORRES","63860-000","Sem endereço","MADALENA","","Pendente"
"GUABI","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"GUARARAPES","59115-900","Sem endereço","NATAL","","Pendente"
"GUARARAPES CONFECCOES S/A","60350-502","Sem endereço","FORTALEZA","","Pendente"
"GUIMARAES MINERIOS","60170-285","Sem endereço","FORTALEZA","","Pendente"
"GURGEL INDUSTRIA DE MALHAS LTDA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"GUT LAR INDUSTRIAL LTDA","60356-400","Sem endereço","FORTALEZA","","Pendente"
"GUTINHO","61626-000","Sem endereço","CAUCAIA","","Pendente"
"Gabrielle do Nascimento Andrade ME","62800-000","Sem endereço","ARACATI","","Pendente"
"Grafica e Editora Eleal EIRELI","60030-051","Sem endereço","FORTALEZA","","Pendente"
"H A P","60055-401","Sem endereço","FORTALEZA","","Pendente"
"H. PARIS INDUSTRIA DE CALCADOS LTDA","62600-000","Sem endereço","ITAPAJÉ","","Pendente"
"HACO ETIQUETAS DO NORDESTE","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"HAITAI NORDESTE","60334-120","Sem endereço","FORTALEZA","","Pendente"
"HALLEY SA GRAFICA E EDITORA","64019-630","Sem endereço","TERESINA","","Pendente"
"HANOVA COSMETICOS","61800-100","Sem endereço","PACATUBA","","Pendente"
"HAP VIDA","60140-060","Sem endereço","FORTALEZA","","Pendente"
"HAPVIDA","60140-060","Sem endereço","FORTALEZA","","Pendente"
"HAPVIDA - HOSPITAL E MATERNIDADE EUGENIA PINHEIRO","60140-060","Sem endereço","FORTALEZA","","Pendente"
"HAPVIDA ASSISTENCIA MEDICA LTDA - Teresina/PI","64000-120","Sem endereço","TERESINA","","Pendente"
"HAPVIDA ASSISTENCIA MEDICA S.A.","60140-160","Sem endereço","FORTALEZA","","Pendente"
"HAPVIDA TRES LAGOAS","79600-060","Sem endereço","TRÊS LAGOAS","","Pendente"
"HB SOLUCOES EM AR COMPRIMIDO EIRELI","00533-411","Sem endereço","SÃO PAULO","","Pendente"
"HBR FLEX","60740-005","Sem endereço","FORTALEZA","","Pendente"
"HBR FLEX","60421-076","Sem endereço","FORTALEZA","","Pendente"
"HE SERVICE COMPRESSORES","61770-190","Sem endereço","EUSÉBIO","","Pendente"
"HEALTH & BUSINESS 13 DE MAIO","60040-531","Sem endereço","FORTALEZA","","Pendente"
"HED","60861-212","Sem endereço","FORTALEZA","","Pendente"
"HERNELDES FERRAGENS","61658-050","Sem endereço","CAUCAIA","","Pendente"
"HERO SUPRIMENTOS INDUSTRIAIS LTDA","31741-377","Sem endereço","BELO HORIZONTE","","Pendente"
"HESS COMPRESSORES","02112-010","Sem endereço","SÃO PAULO","","Pendente"
"HG Calçados","63024-030","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"HIDRACOR - FILIAL ACARAPE","62785-000","Sem endereço","ACARAPE","","Pendente"
"HIDRAULICA GERAL","47858-002","Sem endereço","LUÍS EDUARDO MAGALHÃES","","Pendente"
"HIDRAUTEC COMERCIO E SERVICOS INDUSTRIAIS","60360-590","Sem endereço","FORTALEZA","","Pendente"
"HIDRAUTURBO","64019-700","Sem endereço","TERESINA","","Pendente"
"HIDROFORTAL","60850-100","Sem endereço","FORTALEZA","","Pendente"
"HIDROTINTAS CAL","61800-100","Sem endereço","PACATUBA","","Pendente"
"HIDROTINTAS LTDA.","61939-210","Sem endereço","MARACANAÚ","","Pendente"
"HIDROTINTAS MINERACAO","62787-000","Sem endereço","ACARAPE","","Pendente"
"HIDROVIAS DO BRASIL - VILA DO CONDE S.A.","68191-400","Sem endereço","ITAITUBA","","Pendente"
"HIGH-TECH SUPPLY","22790-704","Sem endereço","RIO DE JANEIRO","","Pendente"
"HIPERCOR INDUSTRIA DE TINTAS LTDA","61939-210","Sem endereço","MARACANAÚ","","Pendente"
"HLM NUTRICAO ANIMAL LTDA","33060-050","Sem endereço","SANTA LUZIA","","Pendente"
"HNK BR BEBIDAS LTDA.","65600-970","Sem endereço","CAXIAS","","Pendente"
"HNK BR BEBIDAS LTDA.","68795-000","Sem endereço","BENEVIDES","","Pendente"
"HNK BR BEBIDAS LTDA.","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"HNK BR BEBIDAS LTDA.","61800-000","Sem endereço","PACATUBA","","Pendente"
"HNR INDUSTRIA E COMERCIO REPRESENTACOES LTDA","61906-060","Sem endereço","MARACANAÚ","","Pendente"
"HNR NORDESTE COMPONENTES INDUSTRIAIS LTDA","61933-000","Sem endereço","MARACANAÚ","","Pendente"
"HOLANDA CEREAIS","59607-340","Sem endereço","MOSSORÓ","","Pendente"
"HONDA Novaluz Sul Veículos e Peças LDTA","63041-145","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"HOPE DO NORDESTE LTDA.","61942-005","Sem endereço","MARANGUAPE","","Pendente"
"HORIZONTE AVICOLA E INDUSTRIAL S A HAISA","62880-001","Sem endereço","HORIZONTE","","Pendente"
"HOSPITAL ANTONIO PRUDENTE","60055-401","Sem endereço","FORTALEZA","","Pendente"
"HOSPITAL ANTONIO PRUDENTE NATAL","59022-150","Sem endereço","NATAL","","Pendente"
"HOSPITAL ARMINDO MOURA","54800-000","Sem endereço","MORENO","","Pendente"
"HOSPITAL CASA FORTE","52061-450","Sem endereço","RECIFE","","Pendente"
"HOSPITAL CURA D'+Chr(39)+'ARS","60160-280","Sem endereço","FORTALEZA","","Pendente"
"HOSPITAL DO CORACAO","62011-000","Sem endereço","SOBRAL","","Pendente"
"HOSPITAL DO CORACAO DE ALAGOAS","57052-580","Sem endereço","MACEIÓ","","Pendente"
"HOSPITAL DOUTOR OSWALDO CRUZ - EUSEBIO","61760-095","Sem endereço","EUSÉBIO","","Pendente"
"HOSPITAL E MATERNIDADE AGENOR ARAUJO","63500-005","Sem endereço","IGUATU","","Pendente"
"HOSPITAL E MATERNIDADE JESUS MARIA JOSE","63900-002","Sem endereço","QUIXADÁ","","Pendente"
"HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS","62850-000","Sem endereço","CASCAVEL","","Pendente"
"HOSPITAL ESPINHEIRO","52020-025","Sem endereço","RECIFE","","Pendente"
"HOSPITAL GABRIEL SOARES","49015-110","Sem endereço","ARACAJU","","Pendente"
"HOSPITAL GERAL DA PARAIBA","58040-040","Sem endereço","JOÃO PESSOA","","Pendente"
"HOSPITAL GERAL DR WALDEMAR ALCANTARA","60840-045","Sem endereço","FORTALEZA","","Pendente"
"HOSPITAL GERAL VALE DO JAGUARIBE","62930-000","Sem endereço","LIMOEIRO DO NORTE","","Pendente"
"HOSPITAL ILHA DO LEITE","50070-435","Sem endereço","RECIFE","","Pendente"
"HOSPITAL INFANTIL DR ALBERT SABIN","60410-794","Sem endereço","FORTALEZA","","Pendente"
"HOSPITAL LAYR MAIA","60040-020","Sem endereço","BELÉM","","Pendente"
"HOSPITAL MATERNIDADE DR MOURA FERREIRA","62580-000","Sem endereço","ACARAÚ","","Pendente"
"HOSPITAL MEMORIAL ARTHUR RAMOS","57050-730","Sem endereço","MACEIÓ","","Pendente"
"HOSPITAL MONTE KLINIKUM","60160-140","Sem endereço","FORTALEZA","","Pendente"
"HOSPITAL PORTO DIAS","66093-908","Sem endereço","BELÉM","","Pendente"
"HOSPITAL REGIONAL ANA LIMA MARACANAU","61939-150","Sem endereço","MARACANAÚ","","Pendente"
"HOSPITAL REGIONAL DO CARIRI","63041-162","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"HOSPITAL REGIONAL DO SERTAO CENTRAL","63800-000","Sem endereço","QUIXERAMOBIM","","Pendente"
"HOSPITAL REGIONAL NORTE","62031-305","Sem endereço","SOBRAL","","Pendente"
"HOSPITAL REGIONAL SANTA RITA E MATERNIDADE STA OLIMPIA","57601-370","Sem endereço","PALMEIRA DOS ÍNDIOS","","Pendente"
"HOSPITAL REGIONAL UNIMED","60055-304","Sem endereço","FORTALEZA","","Pendente"
"HOSPITAL RIO AMAZONAS","69079-015","Sem endereço","MANAUS","","Pendente"
"HOSPITAL RIO NEGRO","69010-150","Sem endereço","MANAUS","","Pendente"
"HOSPITAL SAO RAIMUNDO","62930-000","Sem endereço","LIMOEIRO DO NORTE","","Pendente"
"HOSPITAL SAO RAIMUNDO","63100-161","Sem endereço","CRATO","","Pendente"
"HOSPITAL SAO SEBASTIAO","55012-640","Sem endereço","CARUARU","","Pendente"
"HOSPITAL SAO VICENTE","63500-005","Sem endereço","IGUATU","","Pendente"
"HOSPITAL SEMED","42800-063","Sem endereço","CAMAÇARI","","Pendente"
"HOSPITAL SÃO MATEUS","60175-047","Sem endereço","FORTALEZA","","Pendente"
"HOSPITAL TEREZA DE LISIEUX","41800-700","Sem endereço","SALVADOR","","Pendente"
"HOSPITAL UNIMED DE SOBRAL","62011-000","Sem endereço","SOBRAL","","Pendente"
"HOSPITAL UNIVERSITARIO DO CEARA","60714-242","Sem endereço","FORTALEZA","","Pendente"
"HOSPITAL UNIVERSITARIO LAURO WANDERLEY","58050-585","Sem endereço","JOÃO PESSOA","","Pendente"
"HOSPITAL UNIVERSITARIO OSWALDO CRUZ","50100-130","Sem endereço","RECIFE","","Pendente"
"HOSPITAL UNIVERSITARIO WALTER CANTIDIO","60430-380","Sem endereço","FORTALEZA","","Pendente"
"HOSPITAL VASCO LUCENA","50070-035","Sem endereço","RECIFE","","Pendente"
"HOSPITAL WILSON ROSADO","59611-010","Sem endereço","MOSSORÓ","","Pendente"
"HOT AMAZON","60025-000","Sem endereço","FORTALEZA","","Pendente"
"HOUSTON BIKE DO NORDESTE S/A","64027-455","Sem endereço","TERESINA","","Pendente"
"HS SERVICOS INDUSTRIAIS","52050-245","Sem endereço","RECIFE","","Pendente"
"HYDROSTEC TECNOLOGIA E EQUIPAMENTOS LTDA","62670-000","Sem endereço","SÃO GONÇALO DO AMARANTE","","Pendente"
"HYDROSTEC TUBOS E EQUIPAMENTOS LTDA","61680-000","Sem endereço","CAUCAIA","","Pendente"
"Hbr Aviacao S.a.","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"Hospital Mandacaru Ultra Som Servicos Medicos S.a ( HAPVIDA","50070-160","Sem endereço","RECIFE","","Pendente"
"Hospital Vale do Jaguaribe","62930-000","Sem endereço","LIMOEIRO DO NORTE","","Pendente"
"Hyundai","60175-053","Sem endereço","FORTALEZA","","Pendente"
"I V PINHEIRO AMARAL","61922-160","Sem endereço","MARACANAÚ","","Pendente"
"IBC CALCADOS","63050-020","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"IBD","30494-270","Sem endereço","BELO HORIZONTE","","Pendente"
"IBF - INDUSTRIA BRASILEIRA DE FIBRAS DE VIDRO LTDA","60337-350","Sem endereço","FORTALEZA","","Pendente"
"IBK.","63180-000","Sem endereço","BARBALHA","","Pendente"
"IBRAV","18560-000","Sem endereço","IPERÓ","","Pendente"
"IBYTE","60842-090","Sem endereço","FORTALEZA","","Pendente"
"ICANE INDUSTRIA E COMERCIO DE ALIMENTOS DO NORDESTE LTDA","61648-180","Sem endereço","CAUCAIA","","Pendente"
"ICC","60430-235","Sem endereço","FORTALEZA","","Pendente"
"ICON S/A - EQUIPAMENTOS E MOLDES","58322-000","Sem endereço","CONDE","","Pendente"
"IDAB","57570-000","Sem endereço","CACIMBINHAS","","Pendente"
"IDEAL PRODUTOS DE LIMPEZA","60860-524","Sem endereço","FORTALEZA","","Pendente"
"IDEALIZA PLANEJADOS","86057-000","Sem endereço","LONDRINA","","Pendente"
"IDECAL","63040-750","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"IDIAGNOSTICA","65020-120","Sem endereço","SÃO LUÍS","","Pendente"
"IGB","54515-070","Sem endereço","CABO DE SANTO AGOSTINHO","","Pendente"
"IGC","60175-020","Sem endereço","FORTALEZA","","Pendente"
"IGI","41820-770","Sem endereço","SALVADOR","","Pendente"
"IGOR ARAUJO LIMA FIGUEIREDO","63610-000","Sem endereço","MOMBAÇA","","Pendente"
"IGUAUTO","60821-072","Sem endereço","FORTALEZA","","Pendente"
"IHNDI","60752-694","Sem endereço","FORTALEZA","","Pendente"
"ILPEA","89202-210","Sem endereço","JOINVILLE","","Pendente"
"ILPEA DO BRASIL LTDA","61939-000","Sem endereço","MARACANAÚ","","Pendente"
"ILUMIBRAS","62870-000","Sem endereço","PACAJUS","","Pendente"
"ILUMINÁGUA ÁGUAS DO CEARÁ LTDA","61700-000","Sem endereço","AQUIRAZ","","Pendente"
"IMAC","60741-250","Sem endereço","FORTALEZA","","Pendente"
"IMAGEMCOR TECNOLOGIA EM SAUDE","57036-400","Sem endereço","MACEIÓ","","Pendente"
"IMARF BENEFICIAMENTO DE GRANITOS LTDA","","Sem endereço","CAUCAIA","","Pendente"
"IMEGI","63010-032","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"IMERYS DO BRASIL COMERCIO DE EXTRACAO DE MINERIOS LTDA","62920-000","Sem endereço","QUIXERÉ","","Pendente"
"IMETAME LOGISTICA","29197-554","Sem endereço","ARACRUZ","","Pendente"
"IMPERIAL","61763-390","Sem endereço","EUSÉBIO","","Pendente"
"IMPERIAL","61880-000","Sem endereço","ITAITINGA","","Pendente"
"IMPERIO LAMINADOS DE METAL","63100-970","Sem endereço","CRATO","","Pendente"
"IMPRESSAO DE ROTULOS","60861-790","Sem endereço","FORTALEZA","","Pendente"
"IMTAVI","63260-000","Sem endereço","BREJO SANTO","","Pendente"
"INACE","60060-610","Sem endereço","FORTALEZA","","Pendente"
"INACE IATES LTDA","60060-590","Sem endereço","FORTALEZA","","Pendente"
"INAPI","61939-120","Sem endereço","MARACANAÚ","","Pendente"
"INB","60150-162","Sem endereço","FORTALEZA","","Pendente"
"INBAT INDUSTRIA DE BOTOES LTDA","61605-600","Sem endereço","CAUCAIA","","Pendente"
"INBOP","63010-450","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"INBRA-PLAST","64030-100","Sem endereço","TERESINA","","Pendente"
"INBRAVIDROS INDUSTRIA BRASILEIRA DE VIDROS LTDA","61767-590","Sem endereço","EUSÉBIO","","Pendente"
"INCOMEL - INDUSTRIA DE MOVEIS LTDA","58082-026","Sem endereço","JOÃO PESSOA","","Pendente"
"INCOPA","63132-150","Sem endereço","CRATO","","Pendente"
"INDAIA BRASIL AGUAS MINERAIS LTDA","62883-670","Sem endereço","HORIZONTE","","Pendente"
"INDAIA BRASIL AGUAS MINERAIS LTDA","58302-515","Sem endereço","SANTA RITA","","Pendente"
"INDAIA BRASIL AGUAS MINERAIS LTDA","42850-000","Sem endereço","DIAS D'ÁVILA","","Pendente"
"INDUMETAL","60337-387","Sem endereço","FORTALEZA","","Pendente"
"INDUSCON","60335-360","Sem endereço","FORTALEZA","","Pendente"
"INDUSTRIA DE BEBIDAS E CONDIMENTOS LORD LTDA","60712-130","Sem endereço","FORTALEZA","","Pendente"
"INDUSTRIA DE BENEFICIAMENTO DE ARROZ ANTUNES LTDA","63504-550","Sem endereço","IGUATU","","Pendente"
"INDUSTRIA DE EMBALAGENS HORIZONTE LTDA","62884-975","Sem endereço","HORIZONTE","","Pendente"
"INDUSTRIA DE MASSAS REAL SABOR","59360-000","Sem endereço","PARELHAS","","Pendente"
"INDUSTRIA DE MOVEIS MOURA LTDA","60761-580","Sem endereço","FORTALEZA","","Pendente"
"INDUSTRIA DE OLEO NOSSA SENHORA DO CARMO","64180-000","Sem endereço","ESPERANTINA","","Pendente"
"INDUSTRIA DE PAPEL SOVEL DA AMAZÔNIA LTDA","69008-140","Sem endereço","MANAUS","","Pendente"
"INDUSTRIA DE PRE-MOLDADOS SANTA ROSA LTDA.","63045-010","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"INDUSTRIA DE PRODUTOS DE LIMPEZA DUPOVO LTDA","61931-050","Sem endereço","MARACANAÚ","","Pendente"
"INDUSTRIA DE PRODUTOS DE LIMPEZA DUPOVO LTDA","61890-000","Sem endereço","GUAIUBA","","Pendente"
"INDUSTRIA E COMERCIO DE COSMETICOS NOSSA FLORA LTDA","63500-005","Sem endereço","IGUATU","","Pendente"
"INDUSTRIA E COMERCIO DE RACOES GOLFINHO LTDA","62055-000","Sem endereço","SOBRAL","","Pendente"
"INDUSTRIA E DISTRIBUIDORA DE PAES E MASSAS NSF LTDA","61914-010","Sem endereço","MARACANAÚ","","Pendente"
"INDUSTRIA NORDESTINA","61939-120","Sem endereço","MARACANAÚ","","Pendente"
"INDUSTRIA TEMPERO REGINA LTDA","59600-485","Sem endereço","MOSSORÓ","","Pendente"
"INDUSTRIAL TINTAS LUX LTDA","61932-175","Sem endereço","MARACANAÚ","","Pendente"
"INDUSTRIAS BECKER LTDA","59162-000","Sem endereço","SÃO JOSÉ DE MIPIBU","","Pendente"
"INDUSTRIAS BLANCO","65090-280","Sem endereço","SÃO LUÍS","","Pendente"
"INDUSTRIAS REUNIDAS RAYMUNDO DA FONTE SA","53403-810","Sem endereço","PAULISTA","","Pendente"
"INDUSTRIAS REUNIDAS RENDA S/A","53520-005","Sem endereço","ABREU E LIMA","","Pendente"
"INFORED INFORMATICA","60732-200","Sem endereço","FORTALEZA","","Pendente"
"INGERSOLL","83707-762","Sem endereço","ARAUCÁRIA","","Pendente"
"INGERSOLL CURITIBA","81460-050","Sem endereço","CURITIBA","","Pendente"
"INGERSOLL-RAND","06460-110","Sem endereço","BARUERI","","Pendente"
"INGERSOLL-RAND INDUSTRIA, COMERCIO E SERVICOS DE A","06460-110","Sem endereço","BARUERI","","Pendente"
"INGREDION BRASIL INGREDIENTES INDUSTRIAIS LTDA","54503-010","Sem endereço","CABO DE SANTO AGOSTINHO","","Pendente"
"INKPLAS INDUSTRIA","61763-880","Sem endereço","EUSÉBIO","","Pendente"
"INOVA - INDUSTRIA E COMERCIO DE UTILIDADES PARA O LAR LTDA","61939-115","Sem endereço","MARACANAÚ","","Pendente"
"INSTITUTO DE ASSISTENCIA VALE DO UNA","55540-000","Sem endereço","PALMARES","","Pendente"
"INSTITUTO DE TECNICA E GESTAO MODERNA - I.T.G.M","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"INSTITUTO DE TECNICA E GESTAO MODERNA - I.T.G.M","01443-010","Sem endereço","SÃO PAULO","","Pendente"
"INSTITUTO IDEAS","88715-000","Sem endereço","JAGUARUNA","","Pendente"
"INSTITUTO SENAI DE TECNOLOGIA ELETROMETALMECANICA","61939-160","Sem endereço","MARACANAÚ","","Pendente"
"INSTTALE","61931-030","Sem endereço","MARACANAÚ","","Pendente"
"INTEGRAL AGROINDUSTRIAL LTDA","48601-190","Sem endereço","PAULO AFONSO","","Pendente"
"INTEGRAL TRANSPORTES LTDA","60831-725","Sem endereço","FORTALEZA","","Pendente"
"INTEXS TEXTIL LTDA","60767-760","Sem endereço","FORTALEZA","","Pendente"
"INTRAPLAST","61890-000","Sem endereço","GUAIUBA","","Pendente"
"INTUICION DELUXE","62340-000","Sem endereço","FRECHEIRINHA","","Pendente"
"IPVC INDUSTRIA DE PAPELAO","62665-000","Sem endereço","SÃO LUÍS DO CURU","","Pendente"
"ISGH","60843-070","Sem endereço","FORTALEZA","","Pendente"
"ISOFARMA","61774-120","Sem endereço","EUSÉBIO","","Pendente"
"ISONORD","61760-903","Sem endereço","EUSÉBIO","","Pendente"
"ISOPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA","61939-150","Sem endereço","MARACANAÚ","","Pendente"
"ISOQUÍMICA","61600-630","Sem endereço","CAUCAIA","","Pendente"
"ITAESBRA INDUSTRIA MECNICA LTDA","53652-015","Sem endereço","IGARASSU","","Pendente"
"ITAJUBARA S/A ACUCAR E ALCOOL","65620-000","Sem endereço","COELHO NETO","","Pendente"
"ITAM TRANSPORTES LTDA","61880-000","Sem endereço","ITAITINGA","","Pendente"
"ITAPETINGA AGRO INDUSTRIAL SA","59619-218","Sem endereço","MOSSORÓ","","Pendente"
"ITAPUI BARBALHENSE INDUSTRIA DE CIMENTOS S/A","63180-000","Sem endereço","BARBALHA","","Pendente"
"ITAUEIRA","60040-570","Sem endereço","FORTALEZA","","Pendente"
"ITAUEIRA AGROPECUARIA S A","62800-000","Sem endereço","ARACATI","","Pendente"
"IVC - COMERCIO E SOLUCOES EM TREINAMENTO","60861-211","Sem endereço","FORTALEZA","","Pendente"
"Ibap","61939-020","Sem endereço","MARACANAÚ","","Pendente"
"Ibel","61931-030","Sem endereço","MARACANAÚ","","Pendente"
"Industria & Comercio de Plasticos Latina LTDA","61650-370","Sem endereço","CAUCAIA","","Pendente"
"Integral Agroindustrial LTDA","60871-680","Sem endereço","FORTALEZA","","Pendente"
"J K DISTRIBUIDORA DE ALIMENTOS E SERVICOS LTDA","63180-000","Sem endereço","BARBALHA","","Pendente"
"J Macedo","60165-081","Sem endereço","FORTALEZA","","Pendente"
"J N L","06223-160","Sem endereço","OSASCO","","Pendente"
"J R COMERCIAL","60540-535","Sem endereço","FORTALEZA","","Pendente"
"J WELLINGTON RENOVADORA DE PNEUS LTDA ME","61700-000","Sem endereço","AQUIRAZ","","Pendente"
"J. VASCONCELOS COMERCIO DE RECICLAGEM LTDA","08383-000","Sem endereço","SÃO PAULO","","Pendente"
"J. W. DE FREITAS","62115-000","Sem endereço","FORQUILHA","","Pendente"
"JACKSON  TRAMONTI","62640-000","Sem endereço","PENTECOSTE","","Pendente"
"JAGUAR DIESEL","63475-000","Sem endereço","JAGUARIBE","","Pendente"
"JAGUAR TINTAS","60420-432","Sem endereço","FORTALEZA","","Pendente"
"JAGUARDIESEL RENOVADORA DE PNEUS","63475-000","Sem endereço","JAGUARIBE","","Pendente"
"JAGUATEXTIL JAGUARUANA TEXTIL LTDA","62823-000","Sem endereço","JAGUARUANA","","Pendente"
"JAMP ENGENHARIA","60355-512","Sem endereço","FORTALEZA","","Pendente"
"JANA JOUR","60426-052","Sem endereço","FORTALEZA","","Pendente"
"JANGA","53600-000","Sem endereço","IGARASSU","","Pendente"
"JANGADA VEICULOS E PECAS LTDA","60150-050","Sem endereço","FORTALEZA","","Pendente"
"JANGADEIRO TEXTIL S/A","61939-170","Sem endereço","MARACANAÚ","","Pendente"
"JATO CLEAN","60181-830","Sem endereço","FORTALEZA","","Pendente"
"JATOTEC","60182-126","Sem endereço","FORTALEZA","","Pendente"
"JAYNA ALIMENTOS","61931-060","Sem endereço","MARACANAÚ","","Pendente"
"JAYSA","60811-000","Sem endereço","FORTALEZA","","Pendente"
"JB PLASTICOS","60765-171","Sem endereço","FORTALEZA","","Pendente"
"JBS S/A","62850-000","Sem endereço","CASCAVEL","","Pendente"
"JC FERRAMENTAS","09725-370","Sem endereço","SÃO BERNARDO DO CAMPO","","Pendente"
"JCA ENGENHARIA E ARQUITETURA LTDA","60150-162","Sem endereço","FORTALEZA","","Pendente"
"JELLY ALIMENTOS E DOCES LTDA","61813-500","Sem endereço","PACATUBA","","Pendente"
"JEOLOG TRANSPORTES","61935-180","Sem endereço","MARACANAÚ","","Pendente"
"JF HIGIENIZACAO E ESTETICA AUTOMOTIVA LTDA","72876-359","Sem endereço","VALPARAÍSO DE GOIÁS","","Pendente"
"JM NORDESTE","61949-210","Sem endereço","MARANGUAPE","","Pendente"
